Organism	seed_id	CE0	CE2	CE4	CE5	CE8	CE9	CE20	GH0	GH1	GH2	GH3	GH4	GH5	GH8	GH10	GH13	GH16	GH18	GH20	GH23	GH25	GH26	GH27	GH28	GH29	GH30	GH31	GH32	GH33	GH35	GH36	GH38	GH39	GH42	GH43	GH49	GH50	GH51	GH53	GH59	GH65	GH73	GH76	GH77	GH78	GH84	GH85	GH89	GH91	GH94	GH95	GH101	GH109	GH110	GH112	GH115	GH120	GH121	GH123	GH125	GH127	GH129	GH130	GH136	GH140	GH146	GH151	GH154	GH163	GH172	PL27
Bifidobacterium longum subsp. longum APC1472	fig|216816.176	1	0	0	0	1	3	0	2	0	1	3	0	2	0	0	10	0	0	1	4	0	0	0	0	0	1	2	1	0	0	2	2	0	3	11	0	0	4	1	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	1	1	0	1	0	1	0	0	0	1	0
Bifidobacterium longum subsp. longum APC1473	fig|216816.177	1	0	0	0	1	1	0	1	0	1	4	0	2	0	0	9	0	0	1	3	0	0	1	0	0	1	2	2	0	0	1	2	0	2	12	0	0	5	1	0	0	0	0	2	1	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	2	1	0	0	0	0	0	0	0	1	0
Bifidobacterium longum subsp. longum APC1476	fig|216816.184	1	0	0	0	1	1	0	1	0	1	3	0	2	0	0	9	0	0	1	3	2	0	1	0	0	1	2	1	0	0	3	2	1	2	16	0	0	5	1	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	2	0	0	1	0	1	0	0	0	1	0
Bifidobacterium longum subsp. longum APC1478	fig|216816.173	1	0	0	0	1	1	1	1	0	1	5	0	2	0	0	9	0	0	1	2	1	0	1	0	1	1	2	1	0	0	3	2	1	2	9	0	0	4	1	0	0	0	0	2	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	1	2	0	0	1	0	1	0	0	0	2	0
Bifidobacterium longum subsp. longum APC1480	fig|216816.174	1	0	0	0	1	3	0	1	0	1	3	0	1	0	0	11	0	0	1	3	2	0	0	0	0	1	2	1	0	0	2	0	0	3	9	0	0	4	1	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0
Bifidobacterium longum subsp. longum APC1482	fig|216816.172	1	0	0	0	1	3	0	1	0	2	3	0	2	0	0	10	0	0	1	3	1	0	0	0	0	1	2	1	0	0	2	2	0	3	10	0	0	4	1	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	2	0
Bifidobacterium longum subsp. longum APC1503	fig|216816.169	1	0	0	0	1	1	0	1	0	1	6	0	2	0	0	9	0	1	1	3	2	0	1	0	0	1	2	1	0	0	3	2	1	2	12	0	0	5	1	0	0	0	0	2	1	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	2	0	0	0	0	1	0	0	0	2	0
Bifidobacterium longum subsp. longum APC1504	fig|216816.168	1	0	0	0	1	1	1	1	0	1	3	0	1	0	0	9	0	0	1	4	2	0	1	0	0	1	2	1	0	0	2	0	0	2	8	0	0	5	1	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	2	0	0	1	0	1	0	0	0	2	0
Bifidobacterium longum subsp. longum ATCC 55813	fig|548480.3	1	0	0	0	1	1	0	1	0	2	5	0	2	0	0	8	0	0	1	4	1	0	1	0	0	1	2	1	0	0	2	2	0	2	13	0	0	5	0	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	2	1	0	0	0	0	0	0	0	2	0
Bifidobacterium longum subsp. longum BBMN68	fig|890402.3	1	0	0	0	1	1	0	1	0	1	4	0	2	0	0	11	0	0	1	2	1	0	1	0	0	1	2	1	0	0	2	2	0	2	9	0	0	3	0	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	2	0	0	1	0	1	0	0	0	2	0
Bifidobacterium longum subsp. longum Bg009.S10_1D10	fig|216816.1984	1	0	0	0	1	2	0	1	0	1	2	0	1	0	0	11	0	0	1	3	4	0	1	0	0	1	2	2	0	0	2	0	0	2	8	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	2	1	0	1	0	0	0	0	0	1	0
Bifidobacterium longum subsp. longum Bg115.S08_3A11	fig|216816.2012	1	0	0	0	1	1	0	1	0	2	2	0	1	0	0	9	0	0	1	2	2	0	1	0	0	1	3	2	0	0	2	0	0	2	9	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	2	1	0	1	0	0	0	0	0	1	0
Bifidobacterium longum subsp. longum Bg115.S08_3B11	fig|216816.2011	1	0	0	0	1	1	0	1	0	1	3	0	1	0	0	10	0	0	1	2	0	0	1	0	0	1	2	2	0	0	1	0	0	2	7	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	2	1	0	1	0	0	0	0	0	1	0
Bifidobacterium longum subsp. longum Bg155.S09_3D10	fig|216816.1991	1	0	0	0	1	1	0	2	0	1	2	0	1	0	0	10	0	0	1	4	1	0	1	0	0	1	3	3	0	0	2	0	0	2	10	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	2	1	0	1	0	2	0	0	0	3	0
Bifidobacterium longum subsp. longum Bg41721_1A7	fig|216816.1983	1	0	0	0	1	2	0	1	0	1	5	0	1	0	0	9	0	0	1	2	1	0	1	0	0	2	2	2	0	0	1	0	0	2	4	0	0	4	0	1	0	0	0	2	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	2	1	0	0	0	0	0	1	0	0	0
Bifidobacterium longum subsp. longum BG7	fig|216816.114	0	0	0	0	0	1	1	1	0	1	7	0	2	0	0	9	0	0	1	4	2	0	1	0	0	1	2	1	0	0	1	2	0	2	10	0	0	4	0	0	0	0	0	2	1	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	2	1	0	0	0	0	0	0	0	1	0
Bifidobacterium longum subsp. longum BLOI2	fig|1679.8	1	0	0	0	1	1	1	0	0	1	3	0	2	0	0	9	0	1	1	3	2	0	1	0	0	1	2	1	0	0	2	2	0	2	11	0	0	6	1	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	2	1	0	1	0	0	0	0	0	1	0
Bifidobacterium longum subsp. longum BORI	fig|1679.51	1	0	0	0	1	1	0	1	0	2	3	0	2	0	0	10	0	0	1	2	0	0	1	0	0	1	2	1	0	0	2	2	0	2	15	0	0	5	0	0	1	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	2	1	0	1	0	1	0	0	0	1	0
Bifidobacterium longum subsp. longum CCUG 52486	fig|537937.5	1	0	0	0	1	2	0	1	0	1	3	0	1	0	0	10	0	0	1	4	0	0	1	0	0	1	2	1	0	0	1	0	0	2	15	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0
Bifidobacterium longum subsp. longum CCUG30698	fig|1679.10	1	0	0	0	1	1	0	1	0	1	3	0	2	0	0	9	0	1	1	2	1	0	1	0	0	1	2	2	0	0	2	2	0	2	13	0	0	5	1	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	2	1	0	0	0	0	0	0	0	2	0
Bifidobacterium longum subsp. longum CECT 7210	fig|1682.23	2	0	0	0	2	1	0	1	0	1	5	0	2	0	0	9	0	1	1	3	2	0	1	0	0	1	3	1	0	0	3	2	0	2	12	0	0	5	1	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	2	1	0	0	0	0	0	0	0	1	1
Bifidobacterium longum subsp. longum CECT 7347	fig|1205679.3	1	0	0	0	1	1	0	2	0	1	2	0	1	0	0	8	0	0	1	4	3	0	1	0	0	1	2	1	0	0	1	0	0	2	11	0	0	4	1	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	2	1	0	0	0	0	0	0	0	1	0
Bifidobacterium longum subsp. longum CMW7750	fig|216816.115	0	0	0	0	0	1	0	1	1	1	4	0	1	0	0	9	0	0	1	5	0	0	1	0	0	1	2	1	0	0	2	0	0	2	11	0	0	4	1	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	2	1	0	0	0	0	0	0	0	1	0
Bifidobacterium longum subsp. longum DJO10A	fig|205913.6	0	0	0	0	0	1	0	1	0	1	3	0	2	0	0	9	0	0	1	4	1	0	1	0	0	1	3	1	0	0	2	3	0	2	11	0	0	5	1	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	2	1
Bifidobacterium longum subsp. longum DPC6316	fig|216816.171	1	0	0	0	1	1	0	2	0	2	3	0	2	0	0	10	0	0	1	4	0	0	1	0	0	1	3	1	0	0	3	2	1	2	13	0	0	5	1	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	2	1	0	0	0	0	0	0	0	2	0
Bifidobacterium longum subsp. longum DPC6317	fig|216816.167	0	0	0	0	0	1	1	2	0	1	3	0	2	0	0	10	0	0	1	5	1	0	1	0	0	1	2	1	0	0	2	2	0	2	11	0	0	4	0	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	2	0	0	1	0	1	0	0	0	1	0
Bifidobacterium longum subsp. longum DPC6320	fig|216816.183	1	0	0	0	1	1	0	2	0	2	4	0	2	0	0	9	0	0	1	3	0	0	1	0	0	1	2	2	0	0	3	2	1	2	15	0	0	5	1	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	2	1	0	1	0	0	0	0	0	2	0
Bifidobacterium longum subsp. longum DPC6321	fig|216816.170	2	0	0	0	2	1	0	1	0	2	5	0	2	0	0	10	0	1	1	4	1	0	1	0	0	1	2	1	0	0	3	2	1	2	15	0	0	5	0	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	2	1	0	0	0	0	0	0	0	1	0
Bifidobacterium longum subsp. longum DPC6323	fig|216816.182	0	0	0	0	0	1	0	2	1	1	3	0	2	0	0	10	0	0	1	5	0	0	1	0	1	1	2	1	0	0	3	2	1	2	8	0	0	5	1	0	0	0	0	2	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	1	2	1	0	1	0	0	0	0	0	1	1
Bifidobacterium longum subsp. longum DS32_3	fig|1679.45	1	0	0	0	1	1	0	1	0	1	4	0	2	0	0	10	0	0	1	3	0	0	1	0	0	1	3	1	0	0	2	2	0	2	9	0	0	4	0	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	2	1	0	1	0	0	0	0	0	1	0
Bifidobacterium longum subsp. longum DS9_3	fig|216816.228	0	0	0	0	0	1	0	1	0	1	3	0	1	0	0	11	0	1	1	2	2	0	1	0	0	1	2	1	0	0	2	0	0	2	11	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	2	1	0	1	0	0	0	0	0	2	0
Bifidobacterium longum subsp. longum E18	fig|1322347.4	1	0	0	0	1	1	0	1	0	1	3	0	2	0	0	9	0	0	1	2	4	0	1	0	0	1	2	1	0	0	2	2	0	2	7	0	0	4	1	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	2	0	0	1	0	2	0	0	0	1	0
Bifidobacterium longum subsp. longum EK13	fig|1457186.3	1	0	0	0	1	2	1	1	0	1	3	0	2	0	0	9	0	0	1	5	2	0	1	0	0	1	2	1	0	0	1	3	0	2	9	0	0	5	1	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	2	1	0	0	0	1	0	0	0	1	0
Bifidobacterium longum subsp. longum EK5	fig|1457185.3	1	0	0	0	1	1	0	1	0	1	4	0	2	0	0	9	0	1	1	2	1	0	1	0	0	1	2	2	0	0	2	2	0	2	5	0	0	4	1	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	2	1	0	1	0	0	0	0	0	1	0
Bifidobacterium longum subsp. longum F8	fig|722911.3	1	0	0	0	1	1	0	1	0	1	5	0	2	0	0	11	0	0	1	4	1	0	1	0	0	1	3	1	0	0	2	2	0	2	11	0	0	5	1	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	2	1	0	0	0	1	0	0	0	2	1
Bifidobacterium longum subsp. longum GT15	fig|1300227.3	1	0	0	0	1	1	0	1	0	1	4	0	2	0	0	10	0	0	1	3	0	0	1	0	0	1	2	2	0	0	1	2	0	2	7	0	0	4	1	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	2	1	0	0	0	0	0	0	0	1	0
Bifidobacterium longum subsp. longum ICIS-505	fig|216816.324	0	0	0	0	0	1	0	1	0	1	3	0	1	0	0	10	0	0	1	3	0	0	1	0	0	1	2	1	0	0	2	0	0	2	10	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	2	1	0	1	0	1	0	0	0	1	0
Bifidobacterium longum subsp. longum Indica	fig|216816.147	0	0	0	0	0	1	0	1	0	1	4	0	2	0	0	9	0	0	1	3	2	0	1	0	0	1	3	1	0	0	1	3	0	2	6	0	0	3	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	2	1	0	0	0	0	0	0	0	1	0
Bifidobacterium longum subsp. longum JCM 1217	fig|565042.3	1	0	0	0	1	1	0	1	0	1	3	0	1	0	0	10	0	0	1	2	1	0	1	0	0	1	2	1	0	0	2	0	0	2	9	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	2	1	0	1	0	2	0	0	0	2	0
Bifidobacterium longum subsp. longum KACC 91563	fig|1035817.4	1	0	0	0	1	2	0	1	0	1	6	0	1	0	0	10	0	0	1	4	0	0	1	0	0	1	2	1	0	0	2	0	0	2	8	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	2	1	0	0	0	0	0	0	0	2	0
Bifidobacterium longum subsp. longum LO-06	fig|1679.14	0	0	0	0	0	2	0	1	0	1	3	0	2	0	0	9	0	0	1	3	0	0	0	0	0	1	2	2	1	0	1	2	0	3	13	0	0	4	1	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	1	0	0	1	0	1	0	0	0	1	0
Bifidobacterium longum subsp. longum LO-10	fig|1679.20	0	0	0	0	0	1	0	1	0	1	5	0	2	0	0	9	0	0	1	3	2	0	1	0	0	1	2	2	0	0	1	2	0	2	9	0	0	4	0	0	0	0	0	2	1	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	2	1	0	0	0	1	0	0	0	1	0
Bifidobacterium longum subsp. longum LO-C29	fig|1679.22	1	0	0	0	1	1	1	1	0	2	3	0	2	0	0	9	0	0	1	2	3	0	1	0	0	1	2	1	0	0	1	2	0	2	11	0	0	5	1	0	1	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	2	1	0	0	0	0	0	0	0	1	0
Bifidobacterium longum subsp. longum LO-K29a	fig|1679.23	0	0	0	0	0	1	0	1	0	1	2	0	2	0	0	9	0	0	1	2	2	0	1	0	0	1	3	1	0	0	1	3	0	2	20	0	0	5	0	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	2	1	0	0	0	0	0	0	0	1	0
Bifidobacterium longum subsp. longum LO-K29b	fig|1679.24	0	0	0	0	0	2	0	1	0	1	5	0	2	0	0	10	0	0	1	3	0	0	1	0	0	1	3	1	0	0	2	2	0	2	5	0	0	4	0	0	0	0	0	2	1	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	2	1	0	0	0	0	0	0	0	2	0
Bifidobacterium longum subsp. longum MC-42	fig|1679.13	1	0	0	0	1	1	0	1	0	1	3	0	2	0	0	10	0	0	1	2	0	0	1	0	0	1	2	2	0	0	2	2	0	2	15	0	0	5	0	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	2	1	0	1	0	0	0	0	0	2	0
Bifidobacterium longum subsp. longum MCC10007	fig|1350472.4	0	0	0	0	0	1	0	2	0	1	3	0	2	0	0	9	0	0	1	5	3	0	0	0	0	1	2	1	0	0	2	2	0	3	8	0	0	4	1	0	0	0	0	2	0	0	1	0	0	0	1	1	1	0	1	0	1	1	0	1	2	1	0	1	0	0	0	0	0	2	0
Bifidobacterium longum subsp. longum NCC2705	fig|206672.9	0	0	0	0	0	1	0	1	0	1	2	0	2	0	0	8	0	0	1	3	0	0	1	0	0	1	2	1	0	0	1	3	0	2	9	0	0	5	1	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0
Bifidobacterium longum subsp. longum NCIMB8809	fig|1679.9	1	0	0	0	1	1	0	1	0	2	4	0	2	0	0	8	0	0	1	3	1	0	1	0	0	1	2	1	0	0	2	2	0	2	11	0	0	5	1	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	2	1	0	1	0	0	0	0	0	1	0
Bifidobacterium longum subsp. longum OF01-16	fig|216816.276	1	0	0	0	1	1	0	1	0	1	3	0	2	0	0	10	0	0	1	3	1	0	1	0	0	1	2	1	0	0	2	2	0	2	9	0	0	4	1	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	2	0	0	0	0	1	0	0	0	1	0
Bifidobacterium longum subsp. longum OM05-2BH	fig|216816.272	0	0	0	0	0	1	1	2	0	1	2	0	1	0	0	9	0	0	1	4	3	0	1	0	0	1	2	1	0	0	1	0	0	2	10	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0
Bifidobacterium longum subsp. longum SC596	fig|1679.217	0	0	0	0	0	2	0	1	1	1	5	0	2	0	0	10	0	0	1	5	2	0	1	0	1	1	2	1	0	0	2	2	0	2	15	0	0	5	1	0	0	0	0	2	0	0	1	0	0	0	1	1	1	0	1	0	1	1	0	1	2	1	0	0	0	1	0	0	0	2	0
Bifidobacterium longum subsp. longum TF01-22	fig|216816.271	0	0	0	0	0	1	0	1	0	3	3	0	2	0	0	8	0	0	1	4	1	0	1	0	0	1	2	1	0	0	1	2	0	2	11	0	0	4	0	0	1	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1	0
Bifidobacterium longum subsp. longum TF06-12AC	fig|216816.273	2	0	0	0	2	1	0	1	0	1	5	0	2	0	0	10	0	0	1	3	3	0	1	0	0	1	2	1	0	0	1	2	0	2	6	0	0	3	0	0	0	0	0	2	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0
Bifidobacterium longum subsp. longum TF07-34	fig|216816.267	2	0	0	0	2	1	0	2	0	1	3	0	1	0	0	10	0	0	1	4	1	0	1	0	0	1	2	1	0	0	2	0	0	2	8	0	0	4	1	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0
Bifidobacterium longum subsp. longum TF07-39	fig|216816.265	2	0	0	0	2	1	0	1	0	1	3	0	1	0	0	10	0	0	1	4	2	0	1	0	0	1	3	1	0	0	2	0	0	2	8	0	0	4	1	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0
Bifidobacterium longum subsp. longum TF08-4AC	fig|216816.269	1	0	0	0	1	1	0	2	0	1	3	0	2	0	0	9	0	0	1	4	2	0	1	0	0	1	2	2	0	0	2	2	0	2	11	0	0	4	1	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	2	1	0	1	0	1	0	0	0	2	0
Bifidobacterium longum subsp. longum TM01-1	fig|216816.268	1	0	0	0	1	1	0	1	0	1	2	0	2	0	0	10	0	0	1	4	0	0	1	0	0	1	3	1	0	0	1	3	0	2	11	0	0	3	0	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	2	1	0	1	0	1	0	0	0	1	0
Bifidobacterium longum subsp. longum TM02-7	fig|216816.264	0	0	0	0	0	1	0	3	0	2	4	0	2	0	0	9	0	0	1	5	1	0	1	0	0	1	2	1	0	0	2	2	0	2	7	0	0	4	0	0	1	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	2	0	0	1	0	1	0	0	0	2	0
Bifidobacterium longum subsp. longum TM04-17	fig|216816.263	2	0	0	0	2	1	1	1	0	1	4	0	2	0	0	9	0	0	1	3	4	0	1	0	0	1	2	1	0	0	3	2	2	2	13	0	0	5	0	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	3	1	0	0	0	0	0	0	0	0	1
Bifidobacterium longum subsp. longum TM04-48B	fig|216816.292	1	0	0	0	1	1	1	1	1	1	4	0	2	0	0	8	0	0	1	3	3	0	1	0	0	1	2	1	0	0	3	2	2	2	9	0	0	4	0	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	3	1	0	0	0	0	0	0	0	1	1
Bifidobacterium longum subsp. longum TM05-14	fig|216816.291	1	0	0	0	1	1	0	1	0	1	4	0	2	0	0	9	0	0	1	5	1	0	1	0	0	1	4	1	0	0	1	3	0	2	4	0	0	4	0	0	0	0	0	2	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0
Bifidobacterium longum subsp. longum TM06-1	fig|216816.290	2	0	0	0	2	1	0	2	0	1	4	0	2	0	0	10	0	0	1	4	1	0	1	0	0	1	2	1	0	0	2	2	0	2	13	0	0	5	0	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	2	0	0	1	0	1	0	0	0	1	0
Bifidobacterium longum subsp. longum UMB0788	fig|216816.222	1	0	0	0	1	1	0	2	1	1	4	0	2	0	0	9	0	0	1	4	2	0	1	0	0	1	3	1	0	0	1	2	0	2	9	0	0	5	0	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	2	1	0	0	0	0	0	0	0	1	0
Bifidobacterium longum subsp. longum VKPM Ac-1636	fig|1679.55	1	0	0	0	1	1	0	1	0	1	3	0	1	0	0	11	0	0	1	3	2	0	1	0	0	1	2	1	0	0	2	0	0	2	13	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	2	1	0	1	0	1	0	0	0	1	0
Bifidobacterium longum subsp. longum VMKB44	fig|1679.7	1	0	0	0	1	1	0	1	0	1	4	0	1	0	0	10	0	0	1	3	2	0	1	0	0	1	3	1	0	0	2	0	0	2	9	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	2	1	0	0	0	0	0	0	0	1	0
Bifidobacterium longum subsp. longum W11	fig|1679.31	1	0	0	0	1	1	0	1	0	2	5	0	2	0	0	9	0	0	1	3	0	0	1	0	0	1	2	1	0	0	2	2	0	2	13	0	0	5	0	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	2	1	0	1	0	1	0	0	0	2	0
Bifidobacterium longum subsp. suis APC1461	fig|216816.186	0	0	0	0	0	2	0	1	1	2	4	0	1	0	0	11	0	1	2	3	1	0	0	0	0	2	1	1	0	0	1	3	0	3	3	0	0	2	1	1	0	0	0	3	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	2	1	1	0	0	0	0	0	1	0	0	0
Bifidobacterium longum subsp. suis Bg131.S11_17.F6	fig|1695.38	0	0	0	0	0	2	0	1	0	1	2	0	1	0	0	11	0	0	2	3	1	0	0	0	2	0	1	1	2	0	1	2	0	2	1	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Bifidobacterium longum subsp. suis Bg155.S08_5B11	fig|216816.1989	0	0	0	0	0	1	0	2	0	1	3	0	2	0	0	10	0	0	1	4	4	0	0	0	1	2	2	3	0	0	1	3	0	2	4	0	0	3	1	0	0	0	0	2	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0
Bifidobacterium longum subsp. suis Bg41121_2E1	fig|1682.76	0	0	0	0	0	1	0	1	0	1	3	0	2	0	0	12	0	0	1	3	1	0	0	0	1	1	3	2	0	0	1	2	0	2	6	0	0	3	1	0	0	0	0	2	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0
Bifidobacterium longum subsp. suis BgEED06	fig|216816.378	0	0	0	0	0	2	1	1	0	1	3	0	2	1	0	9	0	0	1	3	1	0	0	0	1	1	1	3	1	0	1	2	0	2	4	0	0	1	1	0	0	0	0	2	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0
Bifidobacterium longum subsp. suis JDM301	fig|759350.3	0	0	0	0	0	1	1	1	0	1	3	0	2	1	0	11	0	0	1	2	0	0	1	0	1	1	1	2	0	1	2	3	0	3	10	0	1	4	1	0	0	0	0	2	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0
Bifidobacterium pseudocatenulatum 1001271st1_F3	fig|28026.752	0	0	0	0	0	1	3	1	1	4	6	0	3	1	0	10	0	1	1	2	1	0	0	0	0	1	1	2	0	0	2	0	0	3	12	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	2	0
Bifidobacterium pseudocatenulatum 12	fig|28026.188	0	1	0	0	0	1	4	0	1	4	5	0	2	1	0	10	0	1	1	1	2	0	1	0	0	1	1	2	0	0	4	1	1	3	9	0	0	3	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	2	0	0	0	0	1	0	0	0	1	0
Bifidobacterium pseudocatenulatum 1896B	fig|28026.102	0	0	0	0	0	1	3	1	0	4	5	0	2	1	0	16	0	1	1	2	1	0	1	0	0	1	1	1	0	0	4	0	2	3	11	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	2	0	0	0	0	1	0	0	0	1	0
Bifidobacterium pseudocatenulatum AF11-18	fig|28026.153	0	1	0	0	0	1	5	1	1	4	5	0	2	2	0	13	0	1	1	2	1	0	1	0	0	1	2	2	0	0	4	0	1	3	10	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	2	1	0	1	1	0	0	0	0	1	0	0	0	2	0
Bifidobacterium pseudocatenulatum AF26-1	fig|28026.142	0	0	0	0	0	1	4	1	0	3	5	0	2	1	0	12	0	1	1	2	3	0	0	0	0	0	1	2	0	0	2	0	0	3	10	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0
Bifidobacterium pseudocatenulatum AM18-42	fig|28026.167	0	0	0	0	0	1	3	1	2	3	5	0	3	1	0	14	0	1	1	2	1	0	1	0	0	0	2	1	0	0	2	0	0	3	10	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0
