Organism	seed_id	Gene_ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools	Families	Function	Subsystem
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.317	3.2.1.23:35	GH2(46-924)	GH2_e1	GH2	N	3	GH2	Beta-1,4-galactosidase (GH2)	Beta-galactoside utilization in bifidobacteria; HMO utilization in bifidobacteria
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.376	-	GH109(16-173)	GH109_e7	-	N	2	GH109	Putative oxidoreductase for Trp catabolism	-
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.391	3.2.1.21:6	GH3(81-313)	GH3_e91	GH3	N	3	GH3	Beta-glucosidase-2 (GH3)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.395	3.2.1.55:1|3.2.1.21:1|3.2.1.58:1	GH5_44(58-366)	GH5_e69	GH5_44	N	3	GH5_44	Putative flavonoid/ginsenoside glycoside hydrolase (GH5_44)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.402	3.2.1.21:22|3.2.1.-:4|3.2.1.37:1|3.2.1.55:1|3.2.1.23:1|3.2.1.45:1	GH3(31-252)	GH3_e197	GH3	N	3	GH3	Beta-glucosidase-1 (GH3)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.50	-	GH25(2-188)	GH25_e221	GH25	N	3	GH25	Choline binding protein A	-
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.508	-	GH13_20(53-332)	GH13_e155	GH13	N	3	GH13_20	Cytoplasmic alpha-amylase (EC 3.2.1.1)	Maltose and starch utilization in bifidobacteria
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.589	3.2.1.49:1	GH129(3-627)	GH129_e0	GH129	N	3	GH129	Alpha-N-acetylgalactosaminidase (GH129)	O-glycan utilization in bifidobacteria
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.601	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(46-412)	GH13_e122	GH13_31	N	3	GH13_31	Alpha-1,6-glucosidase (GH13_31)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.606	3.2.1.22:8	GH36(38-717)	GH36_e2	GH36	N	3	GH36	Alpha-1,6/4/3-galactosidase (GH36)	Alpha-galactoside utilization in bifidobacteria
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.653	3.2.1.21:22|3.2.1.-:4|3.2.1.37:1|3.2.1.55:1|3.2.1.23:1|3.2.1.45:1	GH3(25-245)	GH3_e197	GH3	N	3	GH3	Beta-glucosidase-3 (GH3)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.656	-	GH3(688-889)	GH3_e130	GH3	N	3	GH3	Beta-glucosidase-3 (GH3)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.685	3.2.1.23:35	GH2(45-932)	GH2_e1	GH2	N	3	GH2	Beta-1,4-galactosidase (GH2)	Beta-galactoside utilization in bifidobacteria; HMO utilization in bifidobacteria
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.697	-	GH32(11-291)	GH32_e121	GH32	N	3	GH32	Putative beta-fructofuranosidase-1 (GH32)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.699	-	GH31(203-632)	GH31_e77	GH31	N	3	GH31	Putative alpha-glucosidase-2 (GH31)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.702	3.2.1.20:2	GH13_30(24-253)	GH13_e234	GH13_30	N	3	GH13_30	hypothetical protein	-
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.714	-	GH172(87-347)	GH172_e0	GH172	N	3	GH172	hypothetical protein	-
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.803	2.4.1.7:2	GH13_18(35-379)	GH13_e144	GH13_18	N	3	GH13_18	Sucrose phosphorylase (EC 2.4.1.7)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.811	3.2.1.20:2	GH13_30(33-403)	GH13_e234	GH13_30	N	3	GH13_30	Broad specificity alpha-glucosidase (GH13_30)	Maltose and starch utilization in bifidobacteria
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.818	2.4.1.25:4	GH77(193-716)	GH77_e2	GH77	N	3	GH77	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	Maltose and starch utilization in bifidobacteria
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.819	-	GH13(39-436)	GH13_e57	GH13_44	N	3	GH13_44	Alpha-1,4-glucosidase (GH13_44)	Maltose and starch utilization in bifidobacteria
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.823	3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2|3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	GH13_14(199-528)	CBM48_e14+GH13_e95	CBM48+GH13_14	N	3	GH13_14	Pullulanase (GH13_14)	Maltose and starch utilization in bifidobacteria
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.870	3.2.1.18:1	GH33(318-743)	GH33_e24	GH33	N	3	GH33	Alpha-2,3/6-sialidase (GH33)	HMO utilization in bifidobacteria
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.932	3.2.1.24:5	GH38(267-521)	GH38_e38	GH38	N	3	GH38	Alpha-1,2/3/6-mannosidase-1 (GH38)	N-glycan utilization in bifidobacteria
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.933	3.2.1.24:5	GH38(270-522)	GH38_e38	GH38	N	3	GH38	Alpha-1,2/3/6-mannosidase-2 (GH38)	N-glycan utilization in bifidobacteria
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.937	3.2.1.25:5	GH5_18(15-294)	GH5_e224	GH5_18	N	3	GH5_18	N-glycan beta-mannosidase (GH5_18)	N-glycan utilization in bifidobacteria
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.939	-	GH3(101-322)	GH3_e229	GH3	N	3	GH3	Putative N-glycan glycoside hydrolase (GH3)	N-glycan utilization in bifidobacteria
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.943	-	GH85(63-413)	GH85_e2	GH85	Y(1-25)	3	GH85	Putative endo-beta-N-acetylglucosaminidase (GH85)	N-glycan utilization in bifidobacteria
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.948	3.2.1.-:2	GH125(27-423)	GH125_e0	GH125	N	3	GH125	Alpha-1,6-mannosidase (GH125)	N-glycan utilization in bifidobacteria
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.994	-	GH3(89-311)	GH3_e11	GH3	N	3	GH3	beta-glycosyl hydrolase	-
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.1100	-|-	-	GH18_e376+CBM5_e107	CBM5+GH18	N	2	GH18	GH18-family glycosyl hydrolase, related to Chitinases and Endo-beta-N-acetylglucosaminidases	-
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.1578	-	-	GH23_e447	GH23	Y(1-33)	2	GH23	possible TraG-related protein	-
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.660	-	-	GH23_e314	GH0	Y(1-37)	2	GH23,GH0	Cell wall-binding protein	-
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.940	3.2.1.96:8|3.2.1.52:4	-	GH18_e42	GH18	Y(1-44)	2	GH18	Endo-beta-N-acetylglucosaminidase-2 (GH18)	N-glycan utilization in bifidobacteria
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.1299	-	-	GH23_e487	GH23	N	2	GH23	FIG00672571: hypothetical protein	-
Bifidobacterium breve MCC 1340	fig|1365966.3	fig|1365966.3.peg.1909	-	-	GH36_e7	GH36	N	2	GH36	Predicted glycoside hydrolase	-
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.1033	-	GH13_20(48-326)	GH13_e155	GH13	N	3	GH13_20	Cytoplasmic alpha-amylase (EC 3.2.1.1)	Maltose and starch utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.114	-	GH25(32-174)	GH25_e75	GH25	Y(1-25)	3	GH25	putative lysin	-
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.1192	-	GH23(291-420)	GH23_e87	GH23	N	3	GH23	hypothetical protein	-
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.12	-	GH43_24(27-269)	GH43_e296	GH43_24	N	3	GH43_24	hypothetical protein	-
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.1266	3.2.1.-:1|3.2.1.-:1	GH110(23-585)+CBM51(943-1088)	GH110_e2+CBM51_e33	CBM51+GH110	Y(1-19)	3	GH110	Extracellular alpha-1,3-galactosidase (GH110)	O-glycan utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.127	-	CE4(213-320)	CE4_e267	CE4	N	3	CE4	Peptidoglycan N-acetylglucosamine deacetylase (EC 3.5.1.-)	-
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.1322	3.2.1.23:18	GH42(29-399)	GH42_e28	GH42	N	3	GH42	Beta-1,3/4/6-galactosidase (GH42)	HMO utilization in bifidobacteria; Beta-galactoside utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.1326	3.2.1.111:1|-	GH29(491-850)+CBM32(1117-1243)	GH29_e78+CBM32_e7	GH29	Y(1-19)	3	GH29	Extracellular alpha-1,3/4-L-fucosidase (GH29)	HMO utilization in bifidobacteria; O-glycan utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.1356	3.2.1.20:2	GH13_30(44-412)	GH13_e234	GH13_30	N	3	GH13_30	Alpha-1,4/6-glucosidase (GH13_30)	Maltose and starch utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.139	3.2.1.23:6|3.2.1.31:2	GH2(36-1173)	GH2_e104	GH2	N	3	GH2	Beta-1,4-galactosidase-2 (GH2)	Beta-galactoside utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.1400	3.2.1.140:1|3.2.1.97:1|3.2.1.140:1	GH20(177-496)	GH20_e20+CBM32_e227	CBM32+GH20	Y(1-35)	3	GH20	Extracellular lacto-N-biosidase (GH20)	HMO utilization in bifidobacteria; O-glycan utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.1424	3.2.1.23:35	GH2(88-969)	GH2_e1	GH2	N	3	GH2	Beta-1,4-galactosidase (GH2)	HMO utilization in bifidobacteria; Beta-galactoside utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.1441	-	GH109(17-173)	GH109_e7	-	N	2	GH109	Putative oxidoreductase	-
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.1470	3.2.1.50:4|3.2.1.52:2|3.2.1.169:1|3.2.1.50:4|3.2.1.50:4|3.2.1.52:2|3.2.1.169:1	CBM32(61-181)+GH89(267-913)	CBM32_e6+GH89_e10+CBM32_e6	CBM32+GH89	N	3	GH89	Extracellular alpha-N-acetylglucosaminidase (GH89)	O-glycan utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.1481	3.2.1.35:2|3.2.1.52:2|3.2.1.97:8|3.2.1.35:2|3.2.1.52:2|3.2.1.97:8|3.2.1.35:2|3.2.1.52:2|3.2.1.97:8|3.2.1.35:2|3.2.1.52:2	GH84(165-468)+CBM32(801-914)	GH84_e6+CBM32_e206+CBM32_e206+CBM32_e206	CBM32+GH84	N	3	GH84	Extracellular beta-1,6-N-acetylglucosaminidase (GH84)	O-glycan utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.1496	3.2.1.52:1|3.2.1.52:1|3.2.1.52:1|3.2.1.52:1	CBM32(23-145)+GH20(541-895)	CBM32_e29+CBM32_e29+GH20_e14+CBM32_e29	CBM32+GH20	N	3	GH20	Extracellular beta-1,3-N-acetylglucosaminidase (GH20)	O-glycan utilization in bifidobacteria; HMO utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.1531	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	GH13_11(237-602)	CBM48_e3+GH13_e48	CBM48+GH13_11	N	3	GH13_11	Putative glycogen debranching enzyme-2 (GH13_11)	Maltose and starch utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.1535	2.4.1.25:4	GH77(189-620)	GH77_e2	GH77	N	3	GH77	4-alpha-glucanotransferase (amylomaltase)-2 (EC 2.4.1.25)	Maltose and starch utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.1559	-	GH123(243-808)	GH123_e5	GH123	N	3	GH123	Putative extracellular beta-N-acetylgalactosaminidase (GH123)	O-glycan utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.156	3.2.1.23:18	GH42(25-396)	GH42_e28	GH42	N	3	GH42	Beta-1,4-galactosidase (GH42)	Beta-galactoside utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.1596	3.2.1.35:2|3.2.1.52:2|3.2.1.97:8|3.2.1.35:2|3.2.1.52:2	GH84(212-525)	GH84_e6+CBM32_e206	GH84	Y(1-35)	3	GH84	Extracellular beta-N-acetylglucosaminidase (GH84)	O-glycan utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.1639	-	GH13_3(339-556)	GH13_e41	GH13_3	N	3	GH13_3	Cytoplasmic alpha-amylase (EC 3.2.1.1)	Maltose and starch utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.1678	3.2.1.49:1	GH129(3-630)	GH129_e0	GH129	N	3	GH129	Alpha-N-acetylgalactosaminidase (GH129)	O-glycan utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.169	3.2.1.63:5|3.2.1.51:1	GH95(608-1429)	GH95_e0	GH95	Y(1-29)	3	GH95	Extracellular alpha-1,2-L-fucosidase (GH95)	HMO utilization in bifidobacteria; O-glycan utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.1696	3.2.1.86:26|3.2.1.23:2|3.2.1.21:1	GH1(3-474)	GH1_e0	GH1	N	3	GH1	6-phospho-beta-glucosidase (EC 3.2.1.86)	-
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.1777	3.2.1.18:6	GH33(323-658)	GH33_e129	GH33	Y(1-40)	3	GH33	Extracellular alpha-2,3/6/8-sialidase with acetylesterase (GH33)	HMO utilization in bifidobacteria; O-glycan utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.1778	3.2.1.18:6	GH33(184-531)	GH33_e129	GH33	Y(1-36)	3	GH33	Extracellular alpha-2,3/6/8-sialidase (GH33)	O-glycan utilization in bifidobacteria; HMO utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.1801	3.2.1.22:8	GH36(34-703)	GH36_e2	GH36	N	3	GH36	Alpha-1,6/4/3-galactosidase (GH36)	Alpha-galactoside utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.211	2.4.1.211:13	GH112(5-748)	GH112_e0	GH112	N	3	GH112	1,3-beta-galactosyl-N-acetylhexosamine phosphorylase (EC 2.4.1.211)	HMO utilization in bifidobacteria; O-glycan utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.22	3.2.1.52:2	GH20(157-472)	GH20_e1	GH20	N	3	GH20	Beta-1,3/4/6-N-acetylglucosaminidase-2 (GH20)	HMO utilization in bifidobacteria; N-glycan utilization in bifidobacteria; N-acetylglucosamine utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.244	3.2.1.97:8|3.2.1.97:8|3.2.1.35:2|3.2.1.52:2	GH101(335-1068)+CBM32(1524-1660)	GH101_e0+CBM32_e206	CBM32+GH101	Y(1-21)	3	GH101	Extracellular endo-alpha-N-acetylgalactosaminidase (GH101)	O-glycan utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.352	-	GH43_34(70-368)	GH43_e129	GH43_34	N	3	GH43_34	hypothetical protein	-
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.432	3.2.1.140:1	GH136(33-613)	GH136_e10	GH136	Y(1-23)	3	GH136	Extracellular lacto-N-biosidase (GH136)	HMO utilization in bifidobacteria; O-glycan utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.456	3.2.1.23:12|3.2.1.108:1|3.2.1.23:5|3.2.1.108:1|3.2.1.23:5|3.2.1.108:1	GH2(51-813)+CBM32(1345-1477)	GH2_e0+CBM32_e115+CBM32_e115	CBM32+GH2	Y(1-33)	3	GH2	Extracellular beta-1,4-galactosidase (GH2)	HMO utilization in bifidobacteria; O-glycan utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.49	-|-|-|-	CBM13(80-224)+GH5_35(166-299)+CBM13(270-362)+CBM13(369-462)	CBM13_e31+CBM13_e31+CBM13_e336+CBM13_e31	CBM13+GH25	N	2	GH5_35,GH25	Choline binding protein A	-
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.543	-	CE9(29-414)	CE9_e95	CE9	N	3	CE9	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	N-acetylglucosamine utilization in bifidobacteria; HMO utilization in bifidobacteria; Sialic acid utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.684	-	GH3(156-382)	GH3_e11	GH3	N	3	GH3	beta-glycosyl hydrolase	-
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.725	2.4.1.18:57|2.4.1.18:14	CBM48(164-238)+GH13_9(301-601)	CBM48_e2+GH13_e200	CBM48+GH13_9	N	3	GH13_9	1,4-alpha-glucan (glycogen) branching enzyme (GH13_9)	Maltose and starch utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.743	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	CBM48(21-110)+GH13_11(188-541)	CBM48_e3+GH13_e48	CBM48+GH13_11	N	3	GH13_11	Putative glycogen debranching enzyme (GH13_11)	Maltose and starch utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.930	3.2.1.52:1|3.2.1.52:1	CBM32(60-191)+GH20(342-714)	CBM32_e4+GH20_e7	CBM32+GH20	Y(1-31)	3	GH20	Extracellular 6-sulfo-beta-N-acetylglucosaminidase (GH20)	O-glycan utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.970	2.4.1.211:13	GH112(5-749)	GH112_e0	GH112	N	3	GH112	1,3-beta-galactosyl-N-acetylhexosamine phosphorylase (EC 2.4.1.211)	O-glycan utilization in bifidobacteria; HMO utilization in bifidobacteria
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.1814	-	-	GH23_e314	GH0	Y(1-20)	2	GH23,GH0	Cell wall-binding protein	-
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.20	-|-	-	GH51_e2+GH51_e2	GH51	Y(1-20)	2	GH51	hypothetical protein	-
Bifidobacterium bifidum BGN4	fig|484020.3	fig|484020.3.peg.359	-	-	GH23_e487	GH23	N	2	GH23	hypothetical protein	-
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.1095	3.2.1.23:18	GH42(25-396)	GH42_e28	GH42	N	3	GH42	Beta-1,4-galactosidase (GH42)	Beta-galactoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.1126	-	GH23(291-420)	GH23_e87	GH23	N	3	GH23	hypothetical protein	-
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.1379	3.2.1.24:5	GH38(267-520)	GH38_e38	GH38	N	3	GH38	Alpha-1,2/3/6-mannosidase-1 (GH38)	N-glycan utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.1380	3.2.1.24:5	GH38(270-522)	GH38_e38	GH38	N	3	GH38	Alpha-1,2/3/6-mannosidase-2 (GH38)	N-glycan utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.1384	3.2.1.25:5	GH5_18(15-294)	GH5_e224	GH5_18	N	3	GH5_18	N-glycan beta-mannosidase (GH5_18)	N-glycan utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.1385	-	GH3(101-322)	GH3_e229	GH3	N	3	GH3	Putative N-glycan glycoside hydrolase (GH3)	N-glycan utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.1386	-	GH85(129-479)	GH85_e2	GH85	Y(1-45)	3	GH85	Putative endo-beta-N-acetylglucosaminidase (GH85)	N-glycan utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.1389	3.2.1.-:2	GH125(26-423)	GH125_e0	GH125	N	3	GH125	Alpha-1,6-mannosidase (GH125)	N-glycan utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.1398	-	CE9(25-423)	CE9_e95	CE9	N	3	CE9	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	Sialic acid utilization in bifidobacteria; HMO utilization in bifidobacteria; N-acetylglucosamine utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.1579	-	GH13_20(46-332)	GH13_e155	GH13	N	3	GH13_20	Cytoplasmic alpha-amylase (EC 3.2.1.1)	Maltose and starch utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.1701	-	GH27(163-355)	GH27_e1	GH27	N	3	GH27	Beta-L-arabinopyranosidase (GH27)	Type II arabinogalactan and gum arabic utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.1705	3.2.1.185:2	GH127(14-618)	GH127_e0	GH127	N	3	GH127	Putative beta-L-arabinofuranosidase (GH127)	Type II arabinogalactan and gum arabic utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.1723	3.2.1.145:1	GH43_24(90-458)	GH43_e313	GH43_24	Y(1-34)	3	GH43_24	Extracellular exo-beta-1,3-galactanase (GH43_24)	Type II arabinogalactan and gum arabic utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.1724	3.2.1.213:1|3.2.1.213:1	GH30_5(39-635)	GH30_e37+CBM13_e247	CBM13+GH30_5	Y(1-32)	3	GH30_5	Extracellular exo-beta-1,6-galactobiohydrolase (GH30_5)	Type II arabinogalactan and gum arabic utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.1732	3.2.1.37:1|3.2.1.55:1	GH43_22(438-674)+GH43_34(1056-1355)	GH43_e201+GH43_e28	GH43_22+GH43_34	Y(1-27)	3	GH43_22,GH43_34	Extracellular alpha-1,3/4-L-arabinofuranosidase (GH43_22_34)	Type II arabinogalactan and gum arabic utilization in bifidobacteria; Xylose and xyloside utilization in bifidobacteria; Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.1733	3.2.1.55:1	GH43_22(505-749)	GH43_e135	GH43_22	Y(1-31)	3	GH43_22	Extracellular alpha-1,5-L-arabinofuranosidase (GH43_22)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.1734	3.2.1.55:1	GH43_22(518-758)	GH43_e249	GH43_22	Y(1-27)	3	GH43_22	Extracellular alpha-1,3-L-arabinofuranosidase (GH43_22)	Arabinose and arabinoside utilization in bifidobacteria; Type II arabinogalactan and gum arabic utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.1747	-	CE8(86-406)	CE8_e12	CE0	N	3	CE8,CE0	Pectinesterase (EC 3.1.1.11)	-
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.1834	3.2.1.55:37	GH51(9-515)	GH51_e0	GH51	N	3	GH51	Putative alpha-1,5-L-arabinofuranosidase (GH51)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.188	3.2.1.23:35	GH2(24-942)	GH2_e1	GH2	N	3	GH2	Beta-1,4-galactosidase (GH2)	HMO utilization in bifidobacteria; Beta-galactoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.1899	3.2.1.22:8	GH36(38-714)	GH36_e2	GH36	N	3	GH36	Alpha-1,6/4/3-galactosidase (GH36)	Alpha-galactoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.1908	-	GH172(93-353)	GH172_e0	GH172	N	3	GH172	hypothetical protein	-
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.1912	3.2.1.20:2	GH13_30(31-393)	GH13_e234	GH13_30	N	3	GH13_30	Alpha-1,2/3/4-glucosidase (GH13_30)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.1914	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(46-412)	GH13_e122	GH13_31	N	3	GH13_31	Alpha-1,6-glucosidase (GH13_31)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.201	3.2.1.55:1|3.2.1.21:1|3.2.1.58:1	GH5_44(54-324)	GH5_e69	GH5_44	N	3	GH5_44	Putative flavonoid/ginsenoside glycoside hydrolase (GH5_44)	Beta-glucoside utilization in bifidobacteria
