seed_id	annotation
fig|630129.38.peg.1339	hypothetical protein
fig|630129.38.peg.1338	RNA-binding protein YhbY
fig|630129.38.peg.1337	Thiaminase II (EC 3.5.99.2) involved in salvage of thiamin pyrimidine moiety
fig|630129.38.peg.1336	Glycosyltransferase
fig|630129.38.peg.1335	Polyphosphate glucokinase (EC 2.7.1.63)
fig|630129.38.peg.1334	Alanine transaminase (EC 2.6.1.2)
fig|630129.38.peg.1333	ABC transporter, ATP-binding protein
fig|630129.38.peg.1332	hypothetical protein
fig|630129.38.peg.1331	hypothetical protein
fig|630129.38.peg.1330	TPR domain protein
fig|630129.38.peg.1329	DNA ligase (NAD(+)) (EC 6.5.1.2)
fig|630129.38.peg.1328	Septum site-determining protein MinD
fig|630129.38.peg.1327	hypothetical protein
fig|630129.38.peg.1326	Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine
fig|630129.38.peg.1325	Duplicated ATPase component YkoD of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine
fig|630129.38.peg.1324	Transmembrane component YkoC of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine
fig|630129.38.peg.1323	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases
fig|630129.38.peg.1322	CblZ, a non-orthologous displasment for Alpha-ribazole-5'-phosphate phosphatase
fig|630129.38.peg.1321	Dihydrolipoamide dehydrogenase (EC 1.8.1.4)
fig|630129.38.peg.1320	Transmembrane protein MT2276, clustered with lipoate gene
fig|630129.38.peg.1319	hypothetical protein
fig|630129.38.peg.1318	Glutamine synthetase type I (EC 6.3.1.2)
fig|630129.38.peg.1317	Hypothetical protein VC0266 (sugar utilization related?)
fig|630129.38.peg.1316	hypothetical protein
fig|630129.38.peg.1315	hypothetical protein
fig|630129.38.peg.1314	hypothetical protein
fig|630129.38.peg.1313	hypothetical protein
fig|630129.38.peg.1312	tRNA/rRNA methyltransferase
fig|630129.38.peg.1311	Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)
fig|630129.38.peg.1310	Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)
fig|630129.38.peg.1309	hypothetical protein
fig|630129.38.peg.1308	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)
fig|630129.38.peg.1307	Glutamate N-acetyltransferase (EC 2.3.1.35) @ N-acetylglutamate synthase (EC 2.3.1.1)
fig|630129.38.peg.1306	N-acetylglutamate kinase (EC 2.7.2.8)
fig|630129.38.peg.1305	N-acetylornithine aminotransferase (EC 2.6.1.11)
fig|630129.38.peg.1304	Ornithine carbamoyltransferase (EC 2.1.3.3)
fig|630129.38.peg.1303	Arginine pathway regulatory protein ArgR, repressor of arg regulon
fig|630129.38.peg.1302	Argininosuccinate synthase (EC 6.3.4.5)
fig|630129.38.peg.1301	Argininosuccinate lyase (EC 4.3.2.1)
fig|630129.38.peg.1300	hypothetical protein
fig|630129.38.peg.1299	Uncharacterized DUF1113 membrane protein family
fig|630129.38.peg.1298	Uncharacterized DUF1113 membrane protein family
fig|630129.38.peg.1297	Tyrosyl-tRNA synthetase (EC 6.1.1.1)
fig|630129.38.peg.1296	TPR-repeat-containing protein
fig|630129.38.peg.1295	4-nitrophenylphosphatase (EC 3.1.3.41)
fig|630129.38.peg.1294	23S rRNA (cytidine(1920)-2'-O)-methyltransferase (EC 2.1.1.226) @ 16S rRNA (cytidine(1409)-2'-O)-methyltransferase (EC 2.1.1.227)
fig|630129.38.peg.1293	hypothetical protein
fig|630129.38.peg.1292	hypothetical protein
fig|630129.38.peg.1291	hypothetical protein
fig|630129.38.peg.1290	hypothetical protein
fig|630129.38.peg.1289	KtrAB potassium uptake system, peripheral membrane component KtrA
fig|630129.38.peg.1288	KtrAB potassium uptake system, integral membrane component KtrB
fig|630129.38.peg.1287	hypothetical protein
fig|630129.38.peg.1286	NAD kinase (EC 2.7.1.23)
fig|630129.38.peg.1285	DNA repair protein RecN
fig|630129.38.peg.1284	ThMPase type I predicted
fig|630129.38.peg.1283	hypothetical protein
fig|630129.38.peg.1282	ABC transporter, ATP-binding protein
fig|630129.38.peg.1281	Transcriptional regulator, GntR family
fig|630129.38.peg.1280	hypothetical protein
fig|630129.38.peg.1279	5-nitroimidazole antibiotic resistance protein
fig|630129.38.peg.1278	hypothetical protein
fig|630129.38.peg.1277	Thiol peroxidase, Bcp-type (EC 1.11.1.15)
fig|630129.38.peg.1276	hypothetical protein
fig|630129.38.peg.1275	Oxidoreductase, short-chain dehydrogenase/reductase family
fig|630129.38.peg.1274	hypothetical protein
fig|630129.38.peg.1273	hypothetical protein
fig|630129.38.peg.1272	hypothetical protein
fig|630129.38.peg.1271	hypothetical protein
fig|630129.38.peg.1270	Uncharacterized MFS-type transporter
fig|630129.38.peg.1269	Threonine synthase (EC 4.2.3.1)
fig|630129.38.peg.1268	Serine hydroxymethyltransferase (EC 2.1.2.1)
fig|630129.38.peg.1267	Gamma-glutamyl phosphate reductase (EC 1.2.1.41)
fig|630129.38.peg.1266	hypothetical protein
fig|630129.38.peg.1265	Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)
fig|630129.38.peg.1264	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)
fig|630129.38.peg.1263	hypothetical protein
fig|630129.38.peg.1262	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)
fig|630129.38.peg.1261	Peptide deformylase (EC 3.5.1.88)
fig|630129.38.peg.1260	SSU ribosomal protein S2p (SAe)
fig|630129.38.peg.1259	Translation elongation factor Ts
fig|630129.38.peg.1258	Uridylate kinase (EC 2.7.4.22)
fig|630129.38.peg.1257	Ribosome recycling factor
fig|630129.38.peg.1256	Phosphatidate cytidylyltransferase (EC 2.7.7.41)
fig|630129.38.peg.1255	23S rRNA (adenine(2503)-C(2))-methyltransferase @ tRNA (adenine(37)-C(2))-methyltransferase (EC 2.1.1.192)
fig|630129.38.peg.1254	Imidazole glycerol phosphate synthase cyclase subunit (EC 4.1.3.-)
fig|630129.38.peg.1253	Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19)
fig|630129.38.peg.1252	Anthranilate synthase, aminase component (EC 4.1.3.27)
fig|630129.38.peg.1251	Indole-3-glycerol phosphate synthase (EC 4.1.1.48) / Tryptophan synthase beta chain (EC 4.2.1.20)
fig|630129.38.peg.1250	Tryptophan synthase alpha chain (EC 4.2.1.20)
fig|630129.38.peg.1249	Prolipoprotein diacylglyceryl transferase
fig|630129.38.peg.1248	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)
fig|630129.38.peg.1247	Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)
fig|630129.38.peg.1246	ATP phosphoribosyltransferase (EC 2.4.2.17)
fig|630129.38.peg.1245	Cardiolipin synthase (CMP-forming), eukaryotic type Cls-II (EC 2.7.8.41)
fig|630129.38.peg.1244	hypothetical protein
fig|630129.38.peg.1243	Small basic protein Sbp
fig|630129.38.peg.1242	Uncharacterized protein YlxW
fig|630129.38.peg.1241	Threonyl-tRNA synthetase (EC 6.1.1.3)
fig|630129.38.peg.1240	Phosphatidylinositol phosphate synthase @ Archaetidylinositol phosphate synthase (EC 2.7.8.39)
fig|630129.38.peg.1239	Probable transcriptional regulatory protein YebC
fig|630129.38.peg.1238	Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4)
fig|630129.38.peg.1237	Holliday junction ATP-dependent DNA helicase RuvA (EC 3.6.4.12)
fig|630129.38.peg.1236	Holliday junction ATP-dependent DNA helicase RuvB (EC 3.6.4.12)
fig|630129.38.peg.1235	Protein translocase subunit YajC
fig|630129.38.peg.1234	Adenine phosphoribosyltransferase (EC 2.4.2.7)
fig|630129.38.peg.1233	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)
fig|630129.38.peg.1232	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)
fig|630129.38.peg.1231	FIG021574: Possible membrane protein related to de Novo purine biosynthesis
fig|630129.38.peg.1230	IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)
fig|630129.38.peg.1229	Aquaporin Z
fig|630129.38.peg.1228	LSU rRNA pseudouridine(2605) synthase (EC 5.4.99.22)
fig|630129.38.peg.1227	Cytidylate kinase (EC 2.7.4.25) / GTP-binding protein EngA
fig|630129.38.peg.1226	hypothetical protein
fig|630129.38.peg.1225	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)
fig|630129.38.peg.1224	hypothetical protein
fig|630129.38.peg.1223	FIG00424341: hypothetical protein
fig|630129.38.peg.1222	FIG005666: putative helicase
fig|630129.38.peg.1221	FIG00820327: hypothetical protein
fig|630129.38.peg.1220	Phosphoglycolate phosphatase (EC 3.1.3.18)
fig|630129.38.peg.1219	hypothetical protein
fig|630129.38.peg.1218	Mobile element protein
fig|630129.38.peg.1217	Mobile element protein
fig|630129.38.peg.1216	hypothetical protein
fig|630129.38.peg.1215	3'-to-5' oligoribonuclease (orn)
fig|630129.38.peg.1214	hypothetical protein
fig|630129.38.peg.1213	Mobile element protein
fig|630129.38.peg.1212	Putative transcriptional regulator of XOS/AXOS utilization-2 (LacI family)
fig|630129.38.peg.1211	Putative XOS/AXOS acetyl or feruloyl esterase-2
fig|630129.38.peg.1210	Putative XOS/AXOS acetyl or feruloyl esterase-2
fig|630129.38.peg.1209	Putative XOS/AXOS acetyl or feruloyl esterase-2
fig|630129.38.peg.1208	Reducing end xylose-releasing exo-oligoxylanase-2 (GH8)
fig|630129.38.peg.1207	hypothetical protein
fig|630129.38.peg.1206	Endo-beta-1,4-xylanase (GH10)
fig|630129.38.peg.1205	Mobile element protein
fig|630129.38.peg.1204	Putative XOS/AXOS acetyl or feruloyl esterase-2 (CE20)
fig|630129.38.peg.1203	NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)
fig|630129.38.peg.1202	hypothetical protein
fig|630129.38.peg.1201	hypothetical protein
fig|630129.38.peg.1200	hypothetical protein
fig|630129.38.peg.1199	hypothetical protein
fig|630129.38.peg.1198	hypothetical protein
fig|630129.38.peg.1197	hypothetical protein
fig|630129.38.peg.1196	FIG00672531: hypothetical protein
fig|630129.38.peg.1195	hypothetical protein
fig|630129.38.peg.1194	hypothetical protein
fig|630129.38.peg.1193	hypothetical protein
fig|630129.38.peg.1192	Undecaprenyl-diphosphatase (EC 3.6.1.27)
fig|630129.38.peg.1191	Fructosamine-3-kinase
fig|630129.38.peg.1190	Chaperone protein DnaJ
fig|630129.38.peg.1189	Heat-inducible transcription repressor HrcA
fig|630129.38.peg.1188	Transketolase (EC 2.2.1.1)
fig|630129.38.peg.1187	Transaldolase (EC 2.2.1.2)
fig|630129.38.peg.1186	Integrase protein
fig|630129.38.peg.1185	predicted protein
fig|630129.38.peg.1184	hypothetical protein
fig|630129.38.peg.1183	hypothetical protein
fig|630129.38.peg.1182	Permeases of the major facilitator superfamily
fig|630129.38.peg.1181	hypothetical protein
fig|630129.38.peg.1180	hypothetical protein
fig|630129.38.peg.1179	hypothetical protein
fig|630129.38.peg.1178	hypothetical protein
fig|630129.38.peg.1177	hypothetical protein
fig|630129.38.peg.1176	hypothetical protein
fig|630129.38.peg.1175	Acetyltransferase, GNAT family
fig|630129.38.peg.1174	Bis-ABC ATPase
fig|630129.38.peg.1173	hypothetical protein
fig|630129.38.peg.1172	hypothetical protein
fig|630129.38.peg.1171	ParA-like protein
fig|630129.38.peg.1170	Transcriptional regulator, WhiB family
fig|630129.38.peg.1169	hypothetical protein
fig|630129.38.peg.1168	hypothetical protein
fig|630129.38.peg.1167	hypothetical protein
fig|630129.38.peg.1166	hypothetical protein
fig|630129.38.peg.1165	Predicted aromatic amino acids transaminase @ Alanine transaminase (EC 2.6.1.2)
fig|630129.38.peg.1164	HAD family enzyme co-localized with predicted aromatic amino acids transaminase
fig|630129.38.peg.1163	Protein translocase membrane subunit SecG
fig|630129.38.peg.1162	Triosephosphate isomerase (EC 5.3.1.1)
fig|630129.38.peg.1161	Phosphoglycerate kinase (EC 2.7.2.3)
fig|630129.38.peg.1160	Sporulation transcription regulator WhiA
fig|630129.38.peg.1159	RNase adapter protein RapZ
fig|630129.38.peg.1158	Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)
fig|630129.38.peg.1157	Excinuclease ABC subunit C
fig|630129.38.peg.1156	Excinuclease ABC subunit A
fig|630129.38.peg.1155	FIG007317: Chromosome segregation protein SMC-like
fig|630129.38.peg.1154	FIG039767: hypothetical protein
fig|630129.38.peg.1153	FIG149030: hypothetical protein
fig|630129.38.peg.1152	hypothetical protein
fig|630129.38.peg.1151	hypothetical protein
fig|630129.38.peg.1150	hypothetical protein
fig|630129.38.peg.1149	hypothetical protein
fig|630129.38.peg.1148	possible ATP binding protein of ABC transporter
fig|630129.38.peg.1147	hypothetical protein
fig|630129.38.peg.1146	hypothetical protein
fig|630129.38.peg.1145	Mobile element protein
fig|630129.38.peg.1144	Methylated-DNA--protein-cysteine methyltransferase
fig|630129.38.peg.1143	Bis-ABC ATPase SCO1840
fig|630129.38.peg.1142	Aminopeptidase C (EC 3.4.22.40)
fig|630129.38.peg.1141	Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8)
fig|630129.38.peg.1140	cation transporter
fig|630129.38.peg.1139	4-carboxymuconolactone decarboxylase (EC 4.1.1.44)
fig|630129.38.peg.1138	Threonine dehydrogenase and related Zn-dependent dehydrogenases
fig|630129.38.peg.1137	Transcriptional regulator, MerR family
fig|630129.38.peg.1136	hypothetical protein
fig|630129.38.peg.1135	Substrate-specific component YkoE of thiamin-regulated ECF transporter for Thiamin
fig|630129.38.peg.1134	Choloylglycine hydrolase (EC 3.5.1.24)
fig|630129.38.peg.1133	hypothetical protein
fig|630129.38.peg.1132	N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234)
fig|630129.38.peg.1131	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.128)
fig|630129.38.peg.1130	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
fig|630129.38.peg.1129	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
fig|630129.38.peg.1128	DNA polymerase III delta subunit (EC 2.7.7.7)
fig|630129.38.peg.1127	DNA internalization-related competence protein ComEC/Rec2
fig|630129.38.peg.1126	Late competence protein ComEA, DNA receptor
fig|630129.38.peg.1125	Leucyl-tRNA synthetase (EC 6.1.1.4)
fig|630129.38.peg.1124	ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)
fig|630129.38.peg.1123	Magnesium and cobalt transport protein CorA
fig|630129.38.peg.1122	hypothetical protein
fig|630129.38.peg.1121	Sortase A, LPXTG specific
fig|630129.38.peg.1120	Cell wall surface anchor family protein
fig|630129.38.peg.1119	hypothetical protein
fig|630129.38.peg.1118	hypothetical protein
fig|630129.38.peg.1117	hypothetical protein
fig|630129.38.peg.1116	Glucosyl-3-phosphoglycerate phosphatase (EC 3.1.3.85)
fig|630129.38.peg.1115	Ribosomal silencing factor RsfA
fig|630129.38.peg.1114	N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)
fig|630129.38.peg.1113	sodium:dicarboxylate symporter family
fig|630129.38.peg.1112	FIG01031723: hypothetical protein
fig|630129.38.peg.1111	Transcriptional regulator, XRE family
fig|630129.38.peg.1110	DNA polymerase III epsilon subunit (EC 2.7.7.7)
fig|630129.38.peg.1109	Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205)
fig|630129.38.peg.1108	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)
fig|630129.38.peg.1107	hypothetical protein
fig|630129.38.peg.1106	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)
fig|630129.38.peg.1105	Membrane proteins related to metalloendopeptidases
fig|630129.38.peg.1104	hypothetical protein
fig|630129.38.peg.1103	hypothetical protein
fig|630129.38.peg.1102	hypothetical protein
fig|630129.38.peg.1101	hypothetical protein
fig|630129.38.peg.1100	hypothetical protein
fig|630129.38.peg.1099	FIG00426713: hypothetical protein
fig|630129.38.peg.1098	hypothetical protein
fig|630129.38.peg.1097	hypothetical protein
fig|630129.38.peg.1096	hypothetical protein
fig|630129.38.peg.1095	hypothetical protein
fig|630129.38.peg.1094	hypothetical protein
fig|630129.38.peg.1093	hypothetical protein
fig|630129.38.peg.1092	hypothetical protein
fig|630129.38.peg.1091	COG0583: Transcriptional regulator
fig|630129.38.peg.1090	hypothetical protein
fig|630129.38.peg.1089	hypothetical protein
fig|630129.38.peg.1088	hypothetical protein
fig|630129.38.peg.1087	hypothetical protein
fig|630129.38.peg.1086	hypothetical protein
fig|630129.38.peg.1085	hypothetical protein
fig|630129.38.peg.1084	hypothetical protein
fig|630129.38.peg.1083	hypothetical protein
fig|630129.38.peg.1082	hypothetical protein
fig|630129.38.peg.1081	hypothetical protein
fig|630129.38.peg.1080	Transcriptional regulatory protein PhoP
fig|630129.38.peg.1079	hypothetical protein
fig|630129.38.peg.1078	hypothetical protein
fig|630129.38.peg.1077	hypothetical protein
fig|630129.38.peg.1076	hypothetical protein
fig|630129.38.peg.1075	hypothetical protein
fig|630129.38.peg.1074	hypothetical protein
fig|630129.38.peg.1073	hypothetical protein
fig|630129.38.peg.1072	hypothetical protein
fig|630129.38.peg.1071	hypothetical protein
fig|630129.38.peg.1070	hypothetical protein
fig|630129.38.peg.1069	hypothetical protein
fig|630129.38.peg.1068	hypothetical protein
fig|630129.38.peg.1067	hypothetical protein
fig|630129.38.peg.1066	hypothetical protein
fig|630129.38.peg.1065	hypothetical protein
fig|630129.38.peg.1064	hypothetical protein
fig|630129.38.peg.1063	hypothetical protein
fig|630129.38.peg.1062	hypothetical protein
fig|630129.38.peg.1061	hypothetical protein
fig|630129.38.peg.1060	hypothetical protein
fig|630129.38.peg.1059	hypothetical protein
fig|630129.38.peg.1058	hypothetical protein
fig|630129.38.peg.1057	hypothetical protein
fig|630129.38.peg.1056	hypothetical protein
fig|630129.38.peg.1055	hypothetical protein
fig|630129.38.peg.1054	hypothetical protein
fig|630129.38.peg.1053	hypothetical protein
fig|630129.38.peg.1052	hypothetical protein
fig|630129.38.peg.1051	hypothetical protein
fig|630129.38.peg.1050	hypothetical protein
fig|630129.38.peg.1049	hypothetical protein
fig|630129.38.peg.1048	SAM-dependent methyltransferase
fig|630129.38.peg.1047	hypothetical protein
fig|630129.38.peg.1046	hypothetical protein
fig|630129.38.peg.1045	hypothetical protein
fig|630129.38.peg.1044	hypothetical protein
fig|630129.38.peg.1043	hypothetical protein
fig|630129.38.peg.1042	hypothetical protein
fig|630129.38.peg.1041	hypothetical protein
fig|630129.38.peg.1040	hypothetical protein
fig|630129.38.peg.1039	hypothetical protein
fig|630129.38.peg.1038	hypothetical protein
fig|630129.38.peg.1037	hypothetical protein
fig|630129.38.peg.1036	hypothetical protein
fig|630129.38.peg.1035	hypothetical protein
fig|630129.38.peg.1034	hypothetical protein
fig|630129.38.peg.1033	hypothetical protein
fig|630129.38.peg.1032	hypothetical protein
fig|630129.38.peg.1031	hypothetical protein
fig|630129.38.peg.1030	hypothetical protein
fig|630129.38.peg.1029	hypothetical protein
fig|630129.38.peg.1028	Single-stranded DNA-binding protein
fig|630129.38.peg.1027	hypothetical protein
fig|630129.38.peg.1026	hypothetical protein
fig|630129.38.peg.1025	hypothetical protein
fig|630129.38.peg.1024	hypothetical protein
fig|630129.38.peg.1023	hypothetical protein
fig|630129.38.peg.1022	hypothetical protein
fig|630129.38.peg.1021	hypothetical protein
fig|630129.38.peg.1020	hypothetical protein
fig|630129.38.peg.1019	hypothetical protein
fig|630129.38.peg.1018	hypothetical protein
fig|630129.38.peg.1017	hypothetical protein
fig|630129.38.peg.1016	Pentapeptide repeat family protein
fig|630129.38.peg.1015	hypothetical protein
fig|630129.38.peg.1014	hypothetical protein
fig|630129.38.peg.1013	hypothetical protein
fig|630129.38.peg.1012	hypothetical protein
fig|630129.38.peg.1011	hypothetical protein
fig|630129.38.peg.1010	hypothetical protein
fig|630129.38.peg.1009	ABC transporter, ATP-binding protein
fig|630129.38.peg.1008	NAD(P)H-hydrate epimerase (EC 5.1.99.6) / ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136)
fig|630129.38.peg.1007	Bifidobacterial histidinol-phosphatase (EC 3.1.3.15)
fig|630129.38.peg.1006	hypothetical protein
fig|630129.38.peg.1005	Transcriptional repressor SdpR
fig|630129.38.peg.1004	Galactoside O-acetyltransferase (EC 2.3.1.18)
fig|630129.38.peg.1003	hypothetical protein
fig|630129.38.peg.1002	Methionine synthase II (cobalamin-independent)
fig|630129.38.peg.1001	Arsenate reductase (EC 1.20.4.4) thioredoxin-coupled, LMWP family
fig|630129.38.peg.1000	Ribosomal-protein-S5p-alanine acetyltransferase (EC 2.3.1.128)
fig|630129.38.peg.999	Phosphomethylpyrimidine synthase ThiC (EC 4.1.99.17) / Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
fig|630129.38.peg.998	hypothetical protein
fig|630129.38.peg.997	Methionine biosynthesis and transport regulator MtaR, LysR family
fig|630129.38.peg.996	Orotate phosphoribosyltransferase (EC 2.4.2.10)
fig|630129.38.peg.995	Dihydroorotate dehydrogenase (NAD(+)), catalytic subunit (EC 1.3.1.14)
fig|630129.38.peg.994	Dihydroorotate dehydrogenase (NAD(+)), electron transfer subunit (EC 1.3.1.14)
fig|630129.38.peg.993	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)
fig|630129.38.peg.992	Dihydroorotase (EC 3.5.2.3)
fig|630129.38.peg.991	Aspartate carbamoyltransferase regulatory chain (PyrI)
fig|630129.38.peg.990	Aspartate carbamoyltransferase (EC 2.1.3.2)
fig|630129.38.peg.989	Glutamine synthetase adenylyl-L-tyrosine phosphorylase (EC 2.7.7.89) / Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)
fig|630129.38.peg.988	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)
fig|630129.38.peg.987	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)
fig|630129.38.peg.986	Phosphohistidine phosphatase SixA
fig|630129.38.peg.985	tRNA (adenine(58)-N(1))-methyltransferase (EC 2.1.1.220)
fig|630129.38.peg.984	ABC transporter, ATP-binding protein
fig|630129.38.peg.983	Predicted glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21), Actinobacterial type
fig|630129.38.peg.982	hypothetical protein
fig|630129.38.peg.981	hypothetical protein
fig|630129.38.peg.980	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)
fig|630129.38.peg.979	Glutamate synthase [NADPH] large chain (EC 1.4.1.13)
fig|630129.38.peg.978	hypothetical protein
fig|630129.38.peg.977	Xanthine permease
fig|630129.38.peg.976	Long-chain-fatty-acid--luciferin-component ligase (EC 6.2.1.19)
fig|630129.38.peg.975	Acyl-CoA reductase (EC 1.2.1.50)
fig|630129.38.peg.974	Thiamin-related 3-oxoacyl-[acyl-carrier protein] reductase OarX
fig|630129.38.peg.973	Oxygen-independent coproporphyrinogen-III oxidase-like protein YggW
fig|630129.38.peg.972	Translation elongation factor LepA
fig|630129.38.peg.971	SSU ribosomal protein S20p
fig|630129.38.peg.970	hypothetical protein
fig|630129.38.peg.969	Branched-chain amino acid aminotransferase (EC 2.6.1.42)
fig|630129.38.peg.968	Histone acetyltransferase HPA2 and related acetyltransferases
fig|630129.38.peg.967	Fluoride ion transporter CrcB
fig|630129.38.peg.966	Fluoride ion transporter CrcB
fig|630129.38.peg.965	LSU ribosomal protein L25p
fig|630129.38.peg.964	hypothetical protein
fig|630129.38.peg.963	Uncharacterized MFS-type transporter
fig|630129.38.peg.962	Excinuclease ABC subunit A paralog of unknown function
fig|630129.38.peg.961	Ribonucleotide reductase of class Ib (aerobic), beta subunit (EC 1.17.4.1)
fig|630129.38.peg.960	Ribonucleotide reductase of class Ib (aerobic), alpha subunit (EC 1.17.4.1)
fig|630129.38.peg.959	Ribonucleotide reduction protein NrdI
fig|630129.38.peg.958	Glutaredoxin-like protein NrdH, required for reduction of Ribonucleotide reductase class Ib
fig|630129.38.peg.957	Transcriptional regulator, AcrR family
fig|630129.38.peg.956	Uncharacterized MFS-type transporter
fig|630129.38.peg.955	hypothetical protein
fig|630129.38.peg.954	putative riboflavin-specific deaminase
fig|630129.38.peg.953	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)
fig|630129.38.peg.952	NAD(P) transhydrogenase C-domain of subunit alpha (EC 1.6.1.2)
fig|630129.38.peg.951	NAD(P) transhydrogenase N-domain of subunit alpha (EC 1.6.1.2)
fig|630129.38.peg.950	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)
fig|630129.38.peg.949	GTP-binding protein Era
fig|630129.38.peg.948	Magnesium and cobalt efflux protein CorC
fig|630129.38.peg.947	Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly
fig|630129.38.peg.946	Phosphate starvation-inducible protein PhoH, predicted ATPase
fig|630129.38.peg.945	Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) (EC 3.6.1.17)
fig|630129.38.peg.944	16S rRNA (uracil(1498)-N(3))-methyltransferase (EC 2.1.1.193)
fig|630129.38.peg.943	rRNA methylases
fig|630129.38.peg.942	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27)
fig|630129.38.peg.941	PaaD-like protein (DUF59) involved in Fe-S cluster assembly
fig|630129.38.peg.940	Putative iron-sulfur cluster assembly scaffold protein for SUF system, SufE2
fig|630129.38.peg.939	Cysteine desulfurase (EC 2.8.1.7) => SufS
fig|630129.38.peg.938	Iron-sulfur cluster assembly ATPase protein SufC
fig|630129.38.peg.937	Iron-sulfur cluster assembly protein SufD
fig|630129.38.peg.936	Iron-sulfur cluster assembly protein SufB
fig|630129.38.peg.935	CTP synthase (EC 6.3.4.2)
fig|630129.38.peg.934	3-dehydroquinate dehydratase II (EC 4.2.1.10)
fig|630129.38.peg.933	Shikimate kinase I (EC 2.7.1.71) / 3-dehydroquinate synthase (EC 4.2.3.4)
fig|630129.38.peg.932	Chorismate synthase (EC 4.2.3.5)
fig|630129.38.peg.931	Uncharacterized MFS-type transporter
fig|630129.38.peg.930	Murein endolytic transglycosylase MltG
fig|630129.38.peg.929	Putative pre-16S rRNA nuclease YqgF
fig|630129.38.peg.928	Alanyl-tRNA synthetase (EC 6.1.1.7)
fig|630129.38.peg.927	hypothetical protein
fig|630129.38.peg.926	Uncharacterized protein containing a divergent version of the methyl-accepting chemotaxis-like domain
fig|630129.38.peg.925	Phosphoglycerate mutase family protein
fig|630129.38.peg.924	hypothetical protein
fig|630129.38.peg.923	SSU ribosomal protein S4p (S9e) @ SSU ribosomal protein S4p (S9e), zinc-independent
fig|630129.38.peg.922	hypothetical protein
fig|630129.38.peg.921	Methionine ABC transporter ATP-binding protein
fig|630129.38.peg.920	ABC-type antimicrobial peptide transport system, permease component
fig|630129.38.peg.919	hypothetical protein
fig|630129.38.peg.918	ATP-dependent DNA helicase UvrD/PcrA (EC 3.6.4.12)
fig|630129.38.peg.917	Xanthine phosphoribosyltransferase (EC 2.4.2.22)
fig|630129.38.peg.916	Xanthine permease
fig|630129.38.peg.915	Putative acyltransferase
fig|630129.38.peg.914	Acetate kinase (EC 2.7.2.1)
fig|630129.38.peg.913	BioD-like N-terminal domain / Phosphate acetyltransferase (EC 2.3.1.8)
fig|630129.38.peg.912	Xylulose-5-phosphate phosphoketolase (EC 4.1.2.9) @ Fructose-6-phosphate phosphoketolase (EC 4.1.2.22)
fig|630129.38.peg.911	hypothetical protein
